114.4877944,30.4758146
114.61827,30.43998
114.5794572,30.5578287
114.4845049,30.41675
114.5291112,30.4905167
114.5320985,30.5193449
114.4474795,30.5121439
114.4488072,30.457825
114.4643827,30.3938796
114.5284981,30.4829561
114.5157272,30.5248063
114.6023944,30.5312247
114.5056634,30.5497189
114.46886,30.48022287
114.4778101,30.429935
114.518866,30.4626382
114.4742414,30.4897844
114.5384821,30.4947472
114.4498076,30.4570713
114.5736441,30.5568926
114.4941208,30.437386
114.5034988,30.4918661
114.54457,30.4678266
114.6551113,30.5148614
114.4670576,30.4601469
114.4845417,30.4427378
114.4587652,30.4743054
114.4876218,30.471942
114.5107889,30.5287794
114.4764943,30.4781493
114.452912,30.499719
114.4986213,30.4916871
114.4926105,30.5528187
114.5692115,30.4622418
114.4783389,30.46460952
114.63048,30.5454572
114.4923288,30.4777768
114.5371478,30.4963009
114.4666985,30.4426201
114.4953207,30.4427571
114.5226878,30.44553005
114.50385,30.44168
114.6406918,30.5348379
114.5367252,30.4912802
114.5255388,30.4786734
114.4582547,30.4584727
114.4755138,30.4594608
114.5711761,30.5585746
114.48858,30.40343
114.6384633,30.5357456
114.4720876,30.4779072
114.5728084,30.551612
114.65642,30.4920768
114.4498072,30.442023
114.6159837,30.5360299
114.6145353,30.5365151
114.4540162,30.4420124
114.5074293,30.4914033
114.5493362,30.4609652
114.611322,30.5341808
114.59496,30.43541
114.5364754,30.4647702
114.4869045,30.4753198
114.485809,30.460704
114.607803,30.4624001
114.5507659,30.4646842
114.467211,30.4604267
114.6058803,30.501179
114.4665752,30.4770862
114.5064633,30.5222351
114.4683357,30.4654202
114.6159572,30.4455202
114.5042922,30.4510988
114.4467849,30.449587
114.4837405,30.4591085
114.5559096,30.4588423
114.4759683,30.4500153
114.5414738,30.491598
114.6198622,30.533618
114.5193156,30.4531024
114.5390473,30.4948601
114.4826267,30.423044
114.5685454,30.4696725
114.6383377,30.5331903
114.5684229,30.4698733
114.541825,30.451651
114.5390473,30.4948601
114.489131,30.4775617
114.6482402,30.4315474
114.4795452,30.5182486
114.475699,30.4533547
114.6127705,30.4404094
114.4765262,30.4322178
114.6295433,30.5205232
114.6618774,30.4858712
114.6318999,30.4916451
114.4984244,30.5366358
114.5012149,30.3994339
114.5239079,30.5348999
114.6427643,30.5193934
